Molecule name,Electronic state,Reduced mass,Te cm^{-1},omega_e cm^{-1},omega_ex_e cm^{-1},Be cm^{-1},alpha_e cm^{-1},De 10^{-7}cm^{-1},Re \AA,D0 eV,IP eV,Reference,Date of reference
BaF,A $^2\Pi$,16.6980158,12278.2,436.7,1.82,0.2119,0.0012,2.08,2.183,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Feb-76
BaH,X $^2\Sigma^+$,1.00051337,0,1168.31,14.5,3.38285,0.06599,1126.7,2.23175,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Feb-76
BaH,A $^2\Pi_{1/2}$,1.00051337,9457.45,1110.55,15.29,3.27887,0.07283,1210,2.249,1.95,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Feb-76
BaH,A $^2\Pi_{3/2}$,1.00051337,9939.82,1109.98,13.59,3.322,0.082,1322,2.249,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Feb-76
BaO,X $^1\Sigma^+$,14.33256,0,669.76,2.028,0.31261,0.00139,2.724,1.939692,5.79,6.91,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Sep-76
BaO,A $^1\Sigma^+$,14.3325598,16807.2,499.7,1.64,0.25832,0.00107,2.8,2.1338,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Sep-76
BaO,a $^3\Pi_0^+$,14.3325598,17393,,,,,,2.289,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Sep-76
BaO,a $^3\Pi_1$,14.3325598,17442,445,4.5,0.2254,,,2.289,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Sep-76
BaO,a $^3\Pi_2$,14.3325598,17586.5,449,2.5,0.2254,0.00138,,2.289,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Sep-76
BaS,X $^1\Sigma^+$,25.9547097,0,379.42,0.8842,0.10331,0.00032,0.306,2.5074,4.36,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Mar-76
BaS,A $^1\Sigma^+$,25.9547097,14493,294.3,3.08,0.09353,0.00072,,2.635,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Mar-76
BaS,a $^3\Pi_0^+$,25.9547097,14570,235,,0.0785,,,2.88,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",
BBr,X $^1\Sigma^+$,9.66150161,0,684.31,3.52,0.4894,0.0035,10,1.8882,4.49,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Mar-76
BBr,a $^3\Pi_0^+$,9.66150161,18673.83,759.8,4.8,0.5062,0.0036,,,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Mar-76
BBr,a $^3\Pi_1$,9.66150161,18851.48,757.1,4.81,0.5083,0.0036,9.3,1.853,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Mar-76
BBr,a $^3\Pi_2$,9.66150161,,,,,,,,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Mar-76
BBr,A $^1\Pi$,9.66150161,33935.3,637.63,17.58,0.496,0.009,12.8,1.87,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Mar-76
BCl,X $^1\Sigma^+$,8.37316664,0,839.12,5.11,0.6838,0.00646,17.2,1.7159,5.5,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Mar-76
BCl,a $^3\Pi_1$,8.37316664,20200,911,5.7,0.6986,0.0047,,1.698,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Mar-76
BCl,A $^1\Pi$,8.37316664,36750.92,849.04,11.37,0.7054,0.0082,16,1.6894,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Mar-76
BD,X $^1\Sigma^+$,1.70262163,0,1703.26,28,6.542,0.171,4200,1.2302,3.46,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Apr-76
BD,A $^1\Pi$,1.70262163,23142,1594.08,43,6.648,0.28,4030,1.2204,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Apr-76
BD,B $^1\Sigma^+$,1.70262163,52348,1700.34,46.6,6.705,0.195,4000,1.2124,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Apr-76
BeBr,X $^2\Sigma^+$,8.0885053,0,715,3.8,0.5459,,13.1,1.953,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Apr-76
BeBr,A $^2\Pi$,8.0885053,26353,702,4.4,0.5332,,13.1,1.976,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Apr-76
BeBr,A $^2\Pi$,8.0885053,26554,695,5.2,0.5332,,13.1,1.976,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Apr-76
BeCl,X $^2\Sigma^+$,7.1654906,0,846.7,4.85,0.7285,0.0069,25,1.7971,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Sep-76
BeCl,A $^2\Pi$,7.1654906,27992,822.11,5.24,0.7094,0.0068,23,1.8211,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Sep-76
BeD,X $^2\Sigma^+$,1.64619882,0,1530.32,20.71,5.6872,0.1225,3.138,1.3419,2.066,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Sep-76
BeD,A $^2\Pi$,1.64619882,20036.11,1551.13,23,5.7614,0.1344,3.181,1.3332,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Sep-76
BeD,B $^1\Pi$,1.64619882,50906,1646.22,25.15,5.9963,0.1217,3114,1.3068,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Sep-76
BeF,X $^2\Sigma^+$,6.112585,0,1247.36,9.12,1.48893,0.0176,8.28,1.361,5.85,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Apr-76
BeF,A $^2\Pi$,6.112585,33233.7,1154.67,8.78,1.42024,0.0175,8.4,1.3935,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Apr-76
BeF,B $^2\Sigma^+$,6.112585,49563.9,1350.8,9.9,1.57,0.014,,1.325,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Apr-76
BeH,X $^2\Sigma^+$,0.90645687,0,2060.78,36.31,10.3164,0.303,10221,1.3426,2.034,8.21,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Sep-76
BeH,A $^2\Pi$,0.90645687,20033.19,2088.58,40.14,10.4567,0.3222,10410,1.3336,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Sep-76
BeH,B $^1\Pi$,0.90645687,50882,2265.94,71.52,10.8495,0.1016,10350,1.3092,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Sep-76
BeI,X $^2\Sigma^+$,8.4146148,0,611.7,1.6,0.4219,,8,2.1791,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Sep-76
BeI,A $^2\Pi_{1/2}$,8.4146148,23544.7,603.8,2.1,0.4216,,7.3,2.1799,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Sep-76
BeI,A $^2\Pi_{3/2}$,8.4146148,,,,0.4182,,8.2,2.1887,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Sep-76
BeO,X $^1\Sigma^+$,5.76432735,0,1487.32,11.83,1.651,0.019,82,1.3309,4.6,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Apr-76
BeO,a $^3\Pi$,5.76432735,8480,,,,,,,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Apr-76
BeO,A $^1\Pi$,5.76432735,9405.61,1144.24,8.415,1.3661,0.01628,77.9,1.4631,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Apr-76
BeS,X $^1\Sigma$,7.0304599,0,997.94,6.137,0.79059,0.00664,20,1.74153,3.8,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Apr-76
BeS,A $^1\Pi$,7.0304599,7960.1,762.46,4.12,0.659,0.00605,20,1.9075,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Apr-76
BeS,B $^1\Sigma$,7.0304599,25941.6,851.35,4.85,0.72894,0.00604,21.4,1.81368,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",1963
BeT,X $^2\Sigma^+$,2.25978267,0,1305,15,4.142,0.064,1670,1.342,2.08,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Apr-76
BeT,A $^2\Pi$,2.25978267,20037.91,1322,16,4.192,0.068,1660,1.334,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Apr-76
BF,X $^1\Sigma^+$,6.97018325,0,1402.13,11.84,1.50724,0.0198,76,1.26259,7.81,11.115,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Apr-76
BF,a $^3\Pi$,6.97018325,29144.3,1323.86,9.2,1.4135,0.0158,63,1.3081,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Apr-76
BF,A $^1\Pi$,6.97018325,51157.45,1264.96,12.53,1.4227,0.018,73,1.3038,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Apr-76
BH,X $^1\Sigma^+$,0.92330324,0,2366.9,49.395,12.021,0.412,12420,1.2324,3.42,9.77,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Apr-76
BH,a $^3\Pi$,0.92330324,,,,12.2667,,12200,1.2006,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Apr-76
BH,A $^1\Pi$,0.92330324,23135.8,2250.99,56.665,12.2952,0.8346,14510,1.2186,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Apr-76
Bi2,X',104.490201,-1500,154.3,0.42,,,,,2.04,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",May-76
Bi2,X ${}^1\Sigma_{g}^{+}$,104.490201,0,172.71,0.341,,5.50E-05,0.015,2.6596,2.04,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",May-76
Bi2,B,104.490201,5000,127.05,0.29,0.0179,4.60E-05,,,2.04,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",May-76
Bi2,A',104.490201,8000,141.2,0.37,,,,,2.04,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",May-76
Bi2,A $O_{u}^{+},104.490201,17739.3,132.49,0.302,,5.30E-05,,2.863,2.04,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",May-76
Bi2,E,104.490201,26504.7,63.5,8.5,0.0425,0.00015,,,2.04,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",May-76
Bi2,G,104.490201,29609,107,0.2,,,,,2.04,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",May-76
Bi2,H,104.490201,32657.1,,,,,,,2.04,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",May-76
Bi2,I,104.490201,33216.7,156.4,6.1,,,,,2.04,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",May-76
Bi2,C,104.490201,36456,155.2,2.3,,,,,2.04,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",May-76
Bi2,D,104.490201,42228,129,9.7,,,,,2.04,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",May-76
Bi2,y,104.490201,15746.3,94.7,5.2,,,,,2.04,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",May-76
BiBr,X $0^+$,57.2853673,0,209.5,0.45,0.04322,0.00013,0.07347,2.609503,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",May-76
BiBr,A $0^+$,57.2853673,20532,135.91,0.534,0.0364,0.00025,,2.84,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",May-76
BiCl,X $0^+$,29.9562508,0,308.4,0.96,0.0921,,0.31,2.472,3.08,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",May-76
BiCl,A $0^+$,29.9562508,21801.8,220.3,2.47,0.07927,,0.39,2.664,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",May-76
BiD,X $0^+$,1.994887609,0,1173.32,16.1,2.592,0.054,506,1.804,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",May-76
BiD,A $1$,1.994887609,4916,1206.9,19,2.6084,0.058,493,1.79,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",May-76
BiD,B $0^+$,1.994887609,21263.7,1185.1,25,2.6687,0.0644,507,1.7795,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",May-76
BiF,X,17.41666667,0,513,2.3,0.23,1.5,,2.051,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-77
BiH,X $0^+$,1.00298823,0,1635.73,31.6,5.137,0.148,1830,1.805,2.9,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",May-76
BiH,A $1$,1.00298823,4917.1,1669.16,35.4,5.2386,0.1546,1904,1.7912,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",May-76
BiH,B $0^+$,1.00298823,21263,1643.07,47,5.3078,0.1861,2010,1.7795,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",May-76
BiI,X,78.99702381,0,163.8,0.28,0.027222814,6.98E-05,0.29959,2.8005,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-77
BiO,X $^2\Pi_{1/2}$,14.85773557,0,692.4,4.34,0.3034,0.0022,2.21,1.934,3.47,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",May-76
BiO,X $^2\Pi_{3/2}$,14.85773557,8000,,,,,,,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",May-76
BiO,A $^2\Pi_{1/2}$,14.85773557,14187,508.8,2.78,0.24715,0.00167,2.33,2.1426,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",May-76
BiO,B $^4\Sigma^-_{1/2}$,14.85773557,28738.2,483,5,0.206,0.0029,,2.09,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",May-76
BiS,X $^2\Pi$,27.7296867,0,408.71,1.46,0.11276,0.00049,0.334,2.3194,3.17,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",May-76
BiS,A $^2\Pi$,27.7296867,13343.9,303.74,1.159,0.09258,0.00042,0.35,2.563,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",May-76
BN,X $^3\Pi$,6.16351276,0,1514.6,12.3,1.666,0.025,81,1.281,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Jun-76
BN,A $^3\Pi$,6.16351276,27875,1317.6,14.9,1.555,0.01,87,1.326,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Jun-76
BO,X $^2\Sigma^+$,6.52094009,0,1885.69,11.81,1.782,0.0166,63.2,1.2045,8.28,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Jun-76
BO,A $^2\Pi$,6.52094009,23833.7,,,1.4018,,76.3,1.3533,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Jun-76
BO,A $^2\Pi$,6.52094009,23958.76,1260.7,11.157,1.4018,0.0196,76.3,1.3533,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Jun-76
BO,B $^2\Sigma^+$,6.52094009,43174.05,1281.69,10.66,1.5171,0.021,85,1.3054,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Jun-76
Br2,X ${}^1\Sigma_{g}^{+}$,39.459166,0,325.321,0.0774,0.082107,0.0003187,0.2092,2,1.9797,10.52,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Sep-76
Br2,A ${}^3\Pi_{u} \ l_{u}$,39.459166,13905,153,2.7,,0.0008,,2.695,1.9797,10.52,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Sep-76
Br2,B ${}^3\Pi_{u} \ O_{u}^{+}$,3.9459166,15902.47,167.607,1.6361,0.059589,0.0004891,0.3013,2.67757,1.9797,10.52,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Sep-76
Br2,D,39.459166,48499,162,0.29,,,,,1.9797,10.52,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Sep-76
BrCl,X $^1\Sigma^+$,24.2317306,0,444.276,1.843,0.1524695,0.0007697,0.7183,2.136065,2.233,11.1,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Jun-76
BrCl,B $^3\Pi_0^+$,24.2317306,16879.91,222.68,2.884,0.107704,,1.01,2.5415,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Jun-76
BrF,X,15.31632653,0,670.75,4.054,0.35584,0.00261,0.401,1.75894,2.54,11.78,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-77
BrO,X,13.30526316,0,778.7,6.8,0.429598,0.003639,0.523,1.717,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-77
BS,X $^2\Sigma^+$,8.18936774,0,1180.17,6.31,0.79489,0.00605,14,1.6092,6.01,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Jun-76
BS,A $^2\Pi$,8.18936774,15876,753.16,4.67,0.6185,0.0059,16.9,1.8182,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Jun-76
BS,A $^2\Pi$,8.18936774,16209.7,753.61,4.67,0.6209,0.0059,16.9,1.8182,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Jun-76
BS,B $^2\Sigma^+$,8.18936774,36223.4,770,4,0.6311,,15.3,1.806,,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag, Berlin, Germany, 1979.",Jun-76
C2,X ${}^1\Sigma_{g}^{+}$,6,0,1854.71,13.34,1.81984,0.01765,69.2,1.24253,6.21,12.15,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Jul-76
C2,a ${}^3 \Pi_{u}$,6,716.24,1641.35,11.67,1.63246,0.01661,64.4,1.3119,6.21,12.15,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Jul-76
C2,b ${}^3 \Sigma_{g}^{-}$,6,6434.27,1470.45,11.19,1.49852,0.01634,62.2,1.36928,6.21,12.15,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Jul-76
C2,A ${}^1\Pi_{u}$,6,8391,1608.35,12.078,1.61634,0.01686,64.4,1.31843,6.21,12.15,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Jul-76
C2,c ${}^3 \Sigma_{u}^{+}$,6,13312.1,1961.6,13.7,1.87,,,1.23,6.21,12.15,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Jul-76
C2,d ${}^3\Pi_{g}$,6,20022.5,1788.22,16.44,1.7527,0.01608,67.4,1.2661,6.21,12.15,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Jul-76
C2,C ${}^1 \Pi_{g}$,6,34261.3,1809.1,15.81,1.7834,0.018,68,1.2552,6.21,12.15,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Jul-76
C2,e ${}^3\Pi_{g}$,6,40796.65,1106.56,39.26,1.1922,0.0242,63,1.5351,6.21,12.15,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Jul-76
C2,D ${}^1\Sigma_{g}^{+}$,6,43239.44,1829.57,13.94,1.8332,0.0196,73.2,1.238,6.21,12.15,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Jul-76
C2,E ${}^1 \Sigma_{g}^{+}$,6,55034.7,1671.5,40.02,1.7897,0.0387,83,1.2529,6.21,12.15,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Jul-76
C2,f ${}^3 \Sigma_{g}^{-}$,6,71045.8,1360.5,14.8,1.448,0.04,100,1.393,6.21,12.15,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Jul-76
C2,g ${}^3\Delta_{u}$,6,73183.6,1458.06,,1.5238,0.017,66,1.3579,6.21,12.15,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Jul-76
C2,F ${}^1\Pi_{u}$,6,75456.9,1557.5,,1.645,0.019,60,1.307,6.21,12.15,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Jul-76
CaCl,X,18.66666667,0,367.53,1.31,0.15195,0.00078,1,2.439,4.09,,"K.P.Huber and G.Herzberg, Molecular Spectra and Molecular Structure. Springer-Verlag,",Nov-77
CaD,X $^2 \Sigma^{+}$,1.904938448,0,929.909,9.818,2.194719,0.0357,4.88E-05,2.0014529,1.72,,"[1] Huber, K. and Herzberg, G., 1979. Molecular spectra and molecular structure, IV. New York: Van Nostrand Reinhold.
[2] GharibNezhad, E., Shayesteh, A. and Bernath, P., 2012. Fourier transform emission spectra of the A2??X2?+ and B2?+?X2?+ transitions of CaD. Journal of Molecular Spectroscopy, 281, pp.47-50.",[1] JUL 1976 [2] 2012
CaD,A $^2 \Pi$,1.904938448,14407.604,957.33,10.415,2.24822,,,1.977495,1.72,,"[1] Huber, K. and Herzberg, G., 1979. Molecular spectra and molecular structure, IV. New York: Van Nostrand Reinhold.
[2] GharibNezhad, E., Shayesteh, A. and Bernath, P., 2012. Fourier transform emission spectra of the A2??X2?+ and B2?+?X2?+ transitions of CaD. Journal of Molecular Spectroscopy, 281, pp.47-50.",[1] JUL 1976 [2] 2012
CaD,B $2 \Sigma^{+}$,1.904938448,15751.57,925.84,12.417,2.28046,,,1.963467,1.72,,"[1] Huber, K. and Herzberg, G., 1979. Molecular spectra and molecular structure, IV. New York: Van Nostrand Reinhold.
[2] GharibNezhad, E., Shayesteh, A. and Bernath, P., 2012. Fourier transform emission spectra of the A2??X2?+ and B2?+?X2?+ transitions of CaD. Journal of Molecular Spectroscopy, 281, pp.47-50.",[1] JUL 1976 [2] 2012
